security_id,theme_id,confidence,rationale,source,inherited
8299,COMPUTE,0.75,inherited from AI_PC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2357,MOTHERBOARD,0.75,primary mapping to MOTHERBOARD (主機板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2376,MOTHERBOARD,0.75,primary mapping to MOTHERBOARD (主機板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,MOTHERBOARD,0.75,primary mapping to MOTHERBOARD (主機板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2397,MOTHERBOARD,0.75,primary mapping to MOTHERBOARD (主機板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2397,COMPUTE,0.75,inherited from MOTHERBOARD,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3515,MOTHERBOARD,0.75,primary mapping to MOTHERBOARD (主機板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3515,COMPUTE,0.75,inherited from MOTHERBOARD,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2376,GPU_ADDIN,0.75,primary mapping to GPU_ADDIN (顯示卡/GPU卡),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,GPU_ADDIN,0.75,primary mapping to GPU_ADDIN (顯示卡/GPU卡),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2357,GPU_ADDIN,0.75,primary mapping to GPU_ADDIN (顯示卡/GPU卡),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2465,GPU_ADDIN,0.75,primary mapping to GPU_ADDIN (顯示卡/GPU卡),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2465,COMPUTE,0.75,inherited from GPU_ADDIN,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2395,IPC,0.75,primary mapping to IPC (工業電腦),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2395,COMPUTE,0.75,inherited from IPC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6414,IPC,0.75,primary mapping to IPC (工業電腦),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6414,COMPUTE,0.75,inherited from IPC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3706,IPC,0.75,primary mapping to IPC (工業電腦),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3706,COMPUTE,0.75,inherited from IPC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6235,IPC,0.75,primary mapping to IPC (工業電腦),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6235,COMPUTE,0.75,inherited from IPC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8050,IPC,0.75,primary mapping to IPC (工業電腦),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8050,COMPUTE,0.75,inherited from IPC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2327,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2327,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2492,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2492,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2456,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2456,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3090,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3090,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6173,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6173,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6284,PASSIVE,0.75,primary mapping to PASSIVE (被動元件),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6284,ELEC,0.75,inherited from PASSIVE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2327,MLCC,0.75,primary mapping to MLCC (MLCC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2492,MLCC,0.75,primary mapping to MLCC (MLCC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6173,MLCC,0.75,primary mapping to MLCC (MLCC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6284,MLCC,0.75,primary mapping to MLCC (MLCC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2456,INDUCTOR,0.75,primary mapping to INDUCTOR (電感),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3090,INDUCTOR,0.75,primary mapping to INDUCTOR (電感),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3376,INDUCTOR,0.75,primary mapping to INDUCTOR (電感),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3376,PASSIVE,0.75,inherited from INDUCTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3376,ELEC,0.75,inherited from INDUCTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6284,INDUCTOR,0.75,primary mapping to INDUCTOR (電感),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2392,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2392,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3533,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3533,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2059,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2059,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3044,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3044,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3665,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3665,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6274,CONNECTOR,0.75,primary mapping to CONNECTOR (連接器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6274,ELEC,0.75,inherited from CONNECTOR,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3037,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3037,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2313,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2313,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2368,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2368,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4958,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4958,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3044,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6278,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6278,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2355,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2355,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8213,PCB,0.75,primary mapping to PCB (PCB),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8213,ELEC,0.75,inherited from PCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2383,CCL,0.75,primary mapping to CCL (CCL銅箔基板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2383,PCB,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2383,ELEC,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6213,CCL,0.75,primary mapping to CCL (CCL銅箔基板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6213,PCB,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6213,ELEC,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6274,CCL,0.75,primary mapping to CCL (CCL銅箔基板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6274,PCB,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8358,CCL,0.75,primary mapping to CCL (CCL銅箔基板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8358,PCB,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8358,ELEC,0.75,inherited from CCL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4958,FPCB,0.75,primary mapping to FPCB (軟板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6269,FPCB,0.75,primary mapping to FPCB (軟板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6269,PCB,0.75,inherited from FPCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6269,ELEC,0.75,inherited from FPCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8046,FPCB,0.75,primary mapping to FPCB (軟板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8046,PCB,0.75,inherited from FPCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8046,ELEC,0.75,inherited from FPCB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6213,FPCB,0.75,primary mapping to FPCB (軟板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6415,PMIC,0.75,primary mapping to PMIC (電源管理),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6415,ELEC,0.75,inherited from PMIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2454,PMIC,0.75,primary mapping to PMIC (電源管理),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2454,ELEC,0.75,inherited from PMIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8081,PMIC,0.75,primary mapping to PMIC (電源管理),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8081,ELEC,0.75,inherited from PMIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3227,PMIC,0.75,primary mapping to PMIC (電源管理),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3227,ELEC,0.75,inherited from PMIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3558,PMIC,0.75,primary mapping to PMIC (電源管理),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3558,ELEC,0.75,inherited from PMIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2324,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2324,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2409,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2409,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6441,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6441,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1514,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1514,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5225,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
5225,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8299,BATTERY,0.75,primary mapping to BATTERY (電池),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8299,ELEC,0.75,inherited from BATTERY,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2393,LED,0.75,primary mapping to LED (LED),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2393,ELEC,0.75,inherited from LED,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3031,LED,0.75,primary mapping to LED (LED),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3031,ELEC,0.75,inherited from LED,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4956,LED,0.75,primary mapping to LED (LED),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4956,ELEC,0.75,inherited from LED,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6288,LED,0.75,primary mapping to LED (LED),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6288,ELEC,0.75,inherited from LED,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3698,LED,0.75,primary mapping to LED (LED),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3698,ELEC,0.75,inherited from LED,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2317,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2317,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2354,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2354,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4938,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4938,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2324,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3231,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3231,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2382,EMS,0.75,primary mapping to EMS (電子代工EMS),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2382,ELEC,0.75,inherited from EMS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2409,PANEL,0.75,primary mapping to PANEL (面板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2409,DISPLAY,0.75,inherited from PANEL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3481,PANEL,0.75,primary mapping to PANEL (面板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3481,DISPLAY,0.75,inherited from PANEL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6116,PANEL,0.75,primary mapping to PANEL (面板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6116,DISPLAY,0.75,inherited from PANEL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6176,PANEL,0.75,primary mapping to PANEL (面板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6176,DISPLAY,0.75,inherited from PANEL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3034,DDIC,0.75,primary mapping to DDIC (驅動IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3034,DISPLAY,0.75,inherited from DDIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3515,DDIC,0.75,primary mapping to DDIC (驅動IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3515,DISPLAY,0.75,inherited from DDIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4961,DDIC,0.75,primary mapping to DDIC (驅動IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4961,DISPLAY,0.75,inherited from DDIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8016,DDIC,0.75,primary mapping to DDIC (驅動IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8016,DISPLAY,0.75,inherited from DDIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2401,DDIC,0.75,primary mapping to DDIC (驅動IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2401,DISPLAY,0.75,inherited from DDIC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3008,OPTICS,0.75,primary mapping to OPTICS (光學鏡頭),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3008,DISPLAY,0.75,inherited from OPTICS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3406,OPTICS,0.75,primary mapping to OPTICS (光學鏡頭),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3406,DISPLAY,0.75,inherited from OPTICS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3535,OPTICS,0.75,primary mapping to OPTICS (光學鏡頭),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3535,DISPLAY,0.75,inherited from OPTICS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3362,OPTICS,0.75,primary mapping to OPTICS (光學鏡頭),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3362,DISPLAY,0.75,inherited from OPTICS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3363,OPTICS,0.75,primary mapping to OPTICS (光學鏡頭),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3363,DISPLAY,0.75,inherited from OPTICS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4960,POLARIZER,0.7,primary mapping to POLARIZER (偏光板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4960,DISPLAY,0.7,inherited from POLARIZER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1342,POLARIZER,0.7,primary mapping to POLARIZER (偏光板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1342,DISPLAY,0.7,inherited from POLARIZER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1909,POLARIZER,0.7,primary mapping to POLARIZER (偏光板),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1909,DISPLAY,0.7,inherited from POLARIZER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2379,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2379,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2345,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3596,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3596,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5388,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
5388,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3704,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3704,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4968,WIFI,0.75,primary mapping to WIFI (Wi-Fi/網通IC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4968,COMM,0.75,inherited from WIFI,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,5G,0.75,primary mapping to 5G (5G與基地台),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2412,5G,0.75,primary mapping to 5G (5G與基地台),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2412,COMM,0.75,inherited from 5G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3045,5G,0.75,primary mapping to 5G (5G與基地台),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3045,COMM,0.75,inherited from 5G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4904,5G,0.75,primary mapping to 5G (5G與基地台),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4904,COMM,0.75,inherited from 5G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5388,5G,0.75,primary mapping to 5G (5G與基地台),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3596,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3380,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3380,COMM,0.75,inherited from CPE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5388,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3704,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2419,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2419,COMM,0.75,inherited from CPE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6285,CPE,0.75,primary mapping to CPE (網通終端),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6285,COMM,0.75,inherited from CPE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3665,CABLE,0.75,primary mapping to CABLE (電纜與高速線),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3665,COMM,0.75,inherited from CABLE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2059,CABLE,0.75,primary mapping to CABLE (電纜與高速線),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2059,COMM,0.75,inherited from CABLE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1605,CABLE,0.75,primary mapping to CABLE (電纜與高速線),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1605,COMM,0.75,inherited from CABLE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1612,CABLE,0.75,primary mapping to CABLE (電纜與高速線),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1612,COMM,0.75,inherited from CABLE,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6285,CABLE,0.75,primary mapping to CABLE (電纜與高速線),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2207,EV,0.75,primary mapping to EV (電動車),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2207,AUTO,0.75,inherited from EV,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2201,EV,0.75,primary mapping to EV (電動車),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2201,AUTO,0.75,inherited from EV,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2204,EV,0.75,primary mapping to EV (電動車),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2204,AUTO,0.75,inherited from EV,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1319,EV,0.75,primary mapping to EV (電動車),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1319,AUTO,0.75,inherited from EV,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1338,EV,0.75,primary mapping to EV (電動車),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1338,AUTO,0.75,inherited from EV,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
